"id","name"
"49478","Cookie Mama"
"49463","Cookie Monster"
"2817","Cooking"
"32195","Copper"
"32206","Copper Bar"
"32210","Copper Block"
"32208","Copper Ingot"
"32203","Copper Ore"
"32212","Copper Wire"
"50233","Coral"
"9450","Corn"
"33319","Corn-pop-monster-corn"
"9451","Cornfield"
"9455","Cornhole"
"9464","Cornhole Montezuma’s Revenge"
"9458","Cornhole Revenge"
"20523","Corporation"
"27631","Couch"
"2437","Cough"
"1134","Cough Syrup"
"2439","Coughing"
"66784","Coughs"
"38129","Country"
"20448","Court"
"38765","Cow"
"59169","Cowardly King"
"1457","Cowardly Lion"
"6231","Cowboy"
"6737","Crane"
"5202","Crash"
"42964","Crazy Train"
"9605","Cremation"
"35456","Crepe"
"35453","Crepe Pan"
"35472","Crepe Suzette"
"35452","Crepecake"
"35450","Crepes"
"6676","Crime Family"
"1194","Crocodile"
"29728","Crop Circle"
"4821","Cross"
"20424","Crossbow"
"45961","Crosswalk"
"45976","Crow"
"45964","Crowd"
"17452","Crown"
"54006","Cruise Ship"
"1617","Crusade"
"1619","Crusader"
"10246","Cthulhu"
"10252","Cthulhu Leia"
"30832","Cubism"
"30851","Cubotronic Tanktronic Picassobot"
"30854","Cubotronic Wizard"
"17034","Cuckoo"
"17040","Cuckoo Clock"
"17045","Cuckoo Poppins"
"45794","Cult"
"45800","Cultist"
"25180","Cup"
"10801","Cupid"
"11996","Cure"
"11422","Curry"
"61523","Curtain"
"20677","Cyber City"
"20679","Cyber City Park"
"20667","Cyber Forest"
"20646","Cyber Garage"
"20630","Cyber Monday"
"20675","Cyber Park"
"20689","Cyber Parking"
"20635","Cyber Parking Lot"
"20655","Cyber Robin Hood"
"20633","Cyber Sale"
"20648","Cyber Sherwood"
"20680","Cyber Terror"
"20684","Cyber Terrorism"
"20690","Cyber Truck"
"20634","Cybertruck"
"21105","Cybertruck In Space"
"20692","Cybertruck Terrorism"
"21102","Cybertruck in Space"
"44630","Cyborg"
"44638","Cyborg Foxyoshi"
"61464","Cyclone"
"71351","Cynder"
"71359","CynderMac"
"20351","Cypress"
"49920","D.C."
"49921","D.c."
"45941","DJ"
"70573","DNA"
"52999","Daedalus Zorrotronic Racer"
"53029","Daedalus Zorrotronic Racer Icarus"
"27030","Daenerys"
"26869","Daenerys Targaryen"
"81198","Daisy"
"30662","Dali"
"72395","Damage"
"54784","Damp"
"1908","Dance"
"1540","Dancing On The Ceiling"
"1539","Dancing on the Ceiling"
"43441","Dandelion"
"43442","Dandelion Patch"
"5540","Dante"
"40104","Dark Ganon"
"40100","Dark Link"
"17536","Dark Lord"
"60644","Dark Magician"
"60649","Dark Magician Girl"
"7462","Dark Matter"
"7461","Dark Side"
"26186","Dark Side Of The Moon"
"26184","Dark Side of the Moon"
"40112","Dark Sun"
"40117","Dark Vrainsbotronic"
"40118","Dark Vrainsbotronic Purple"
"40115","Dark Zelbotronic"
"75045","Darkness"
"7409","Darth Maul"
"7424","Darth Maul Zombie"
"68909","Darth Raider"
"7474","Darth Sidious"
"7405","Darth Vader"
"7501","Darth Yggdrasil"
"7470","Darth Yoda"
"27624","Date"
"49445","Daughter"
"6658","Davidson"
"34555","Day"
"27121","Day Walker"
"7399","Dead"
"72222","Dead Fish"
"7546","Dead Red Shirt"
"12040","Dead Thing"
"27051","Dead White Walker"
"12036","Deadpool"
"12039","Deadpool Smash"
"42842","Death"
"62912","Death Eater"
"5226","Death Star"
"46808","Decade"
"47280","Deck"
"28094","Deflate"
"5872","Deflated Football"
"2785","Delicious"
"1583","Deliverance"
"66137","Delmar"
"20412","Delphi"
"16609","Delta"
"16613","Delta Tremors"
"71843","Demeter"
"907","Demon"
"25505","Deodorant"
"285","Desert"
"1395","Destruction"
"17337","Detective"
"906","Devil"
"7135","Diabetes"
"7141","Diabetes Jones"
"7144","Diabetes Jones And The Temple Of Doom"
"11757","Diamond"
"11758","Diamond Block"
"9415","Diarrhea"
"17238","Diddy Kong"
"32178","Dime"
"4407","Dinner"
"1196","Dinosaur"
"12287","Dionysus"
"69791","Direction"
"8938","Dirt"
"33855","Dirt Bike"
"22","Disaster"
"60717","Disc"
"1899","Disco"
"1544","Disco Ball"
"1901","Disco Inferno"
"67784","Disco Ninja"
"20503","Discount"
"45687","Disney"
"45677","Disney World"
"45688","Disneyland"
"6618","Divorce"
"17241","Dixie Kong"
"45945","Dj"
"70579","Dna"
"47283","Dock"
"90","Doctor"
"84","Doctor Who"
"39112","Dog"
"39130","Dogzilla"
"32069","Dollar"
"3731","Donald Trump"
"75274","Donkey"
"17237","Donkey Kong"
"6682","Donut"
"903","Doom"
"216","Door"
"64898","Dorito"
"64909","Dorito Zorrobotronic"
"64908","Dorito-nado"
"75246","Doritos"
"2051","Dorothy"
"63712","Dothraki"
"217","Double Door"
"2407","Double Katana"
"49687","Dr. Strangelove"
"49692","Dr. Zexaltronic"
"46725","Dracarys"
"402","Dracula"
"1189","Dragon"
"1261","Dragon Ball Z"
"1190","Dragon Egg"
"46744","Dragon King"
"46740","Dragon Knight"
"25804","Drake"
"65208","Draw"
"68702","Drawing"
"62843","Dreadlocks"
"5632","Dream"
"60607","Dream Theater"
"73373","Dress"
"26840","Drogon"
"32397","Druid"
"4357","Drunk"
"36729","Drunk Palm Tree"
"36731","Drunk Talking Tree"
"36722","Drunk Tree"
"4941","Drunkard"
"54780","Dry"
"67207","Dry Witch"
"66480","Dude"
"4944","Duel"
"17457","Dumbledore"
"19879","Dump"
"34457","Dump Truck"
"34462","Dumpster"
"12135","Dune"
"65949","Dung"
"6589","Dust"
"61841","Dust Bowl"
"74111","Dust Bunny"
"62366","Dust Devil"
"74061","Dust In Peace"
"925","Dust Storm"
"8969","Dwarf"
"14166","Dwayne Johnson"
"14168","Dwayne The Rock Johnson"
"74053","Dyson"
"31155","E.T."
"31159","E.t."
"31168","E.t. Flower"
"31166","E.t. Lily"
"31174","E.t. Natsu Lily"
"31172","E.t. Rose"
"72603","Eagle"
"2","Earth"
"52741","Earth Apex Vrains"
"25348","Earth Day"
"17382","Earth Dragon"
"63127","Earth Dragon Zexal"
"49289","Earth God"
"49292","Earth God Vrains"
"39940","Earth Golem"
"46022","Earth Ignis"
"46030","Earth Ignis Vrains"
"58129","Earth Necro Leviathan"
"60309","Earth Ninja Fire Ninja Robot Ninja Train Ninja Racer Ninja"
"60244","Earth Ninja Robot Train Racer"
"48997","Earth Poseidon"
"61488","Earth Racer"
"61507","Earth Racer Tank Ship"
"30553","Earth Room"
"10122","Earth Song"
"61482","Earth Tank"
"62949","Earth Tornado"
"61273","Earth Tower Vrainsbotronic"
"51192","Earth Triforce"
"50826","Earth Triforce Ring"
"53781","Earth Trombone"
"53783","Earth Trombone Zexal"
"51195","Earth Turtle"
"65449","Earth Voltron"
"39432","Earth Vrainsbotronic"
"82904","Earth Wind & Fire"
"82910","Earth Wind & Fire & Earth Wind & Fire"
"82916","Earth Wind & Fire & Surfin’ Usa"
"62020","Earth Witch"
"58202","Earth Wizard Zexal"
"63001","Earth Zeppelin"
"63028","Earth Zeppelin Tornado"
"58162","Earth Zexal"
"39162","Earth, Wind & Fire"
"39171","Earth, Wind & Fire & Puppy"
"39589","Earthbotronic"
"60396","Earthbotronic Picasso"
"39597","Earthbotronic Vrainsbotronic"
"35877","Earthbotronic Zexal Poutine"
"39598","Earthbotronicdog"
"39606","Earthbotronicdog Vrainsbotronic"
"46204","Earthbound God"
"46199","Earthbound Immortal"
"46203","Earthbound Immortal Wiraqocha Rasca"
"39567","Earthdog"
"39588","Earthdog Vrainsbotronic"
"44596","Earthfox"
"1386","Earthquake"
"9765","Earthworm"
"5569","Easter"
"5582","Easter Bunny"
"5575","Easter Egg"
"5581","Easter Eggs"
"60011","Echo"
"844","Eclipse"
"4819","Eden"
"28831","Edward Scissorhands"
"72582","Edward Snowden"
"1198","Egg"
"1462","Ego"
"252","Egypt"
"7028","Eiffel Tower"
"25483","Einstein"
"3652","Electricity"
"58261","Elephant"
"11992","Elixir"
"20713","Elon Musk"
"20722","Elon Terror"
"20720","Elon Tusk"
"26961","Elsa"
"2609","Elvis"
"32078","Emerald"
"42803","Emerald City"
"26018","Eminem"
"9284","Empire"
"7052","Empire State Building"
"67967","Encino Man"
"854","Energy"
"838","Engine"
"45469","England"
"16757","Enlightenment"
"36741","Ent"
"25354","Environmentalist"
"55527","Epic"
"55532","Epic Zombie Land"
"55534","Epic Zombie Saga"
"55540","Epic Zombie Saga: Fire Land"
"16755","Epiphany"
"68696","Eraser"
"47182","Eren Yeager"
"70382","Ernest Hemingway"
"20451","Error"
"202","Eruption"
"6692","Escape"
"27045","Eskimo"
"18986","Essay"
"65937","Evacuation"
"3878","Eve"
"137","Everything"
"72454","Eviction"
"3540","Evil"
"7789","Ewok"
"7795","Ewok City"
"7803","Ewok Jedi"
"7804","Ewok Jedi Master"
"7793","Ewok Treehouse"
"7790","Ewok Village"
"7814","Ewok Yoda"
"25209","Exam"
"5422","Excalibur"
"46003","Exodia"
"46038","Exodia Ignis Vrains"
"46061","Exodia The Earth"
"46070","Exodia The Earth Vrains"
"46046","Exodia The Forbidden One"
"46014","Exodia Vrains"
"46042","Exodia the Forbidden One"
"68294","Exorcist"
"20798","Expensive"
"25334","Experiment"
"855","Explosion"
"65822","Eye"
"75438","Eye of Sauron"
"66305","Eye of the Storm"
"25791","F"
"54698","F.I.F.Y.S."
"25800","F1"
"25801","F2"
"25803","F3"
"25805","F4"
"25806","F5"
"54168","FYS"
"20394","Fact"
"70350","Fahrenheit 451"
"8916","Fairy"
"68822","Fake News"
"68832","Fake Thongtrooper"
"72602","Falcon"
"15933","Fall"
"44415","Falling"
"44424","Falling in Love"
"11829","Fallout"
"11833","Fallout 3"
"11839","Fallout Shelter"
"11834","Fallout Tango"
"5197","Fame"
"1315","Family"
"4508","Fan"
"4510","Fanosaur"
"4521","Fanosaur Mimosa Online 160"
"4520","Fanosaur Mimosa Online 161"
"4516","Fanosaur Mimosa Online 86"
"4512","Fanosaur Online"
"4530","Fanosaur Online 103"
"4528","Fanosaur Online 111"
"4527","Fanosaur Online 119"
"4519","Fanosaur Online 174"
"4514","Fanosaur Online 85"
"4518","Fanosaur Online 87"
"42136","Fanta"
"42157","Fanta Grape"
"42150","Fanta Orange"
"42494","Fanta Sprite"
"11112","Farm"
"9390","Farmer"
"19887","Fart"
"68872","Fat"
"69957","Fat Tornado"
"49418","Father"
"578","Fear"
"725","Fear Of Music"
"724","Fear of Music"
"583","Fear of Zombie Trombone"
"2825","Feast"
"81543","Feather"
"10300","Feathered Serpent"
"72688","Fedora"
"72698","Fedora Miku"
"8268","Fence"
"74234","Fengshen"
"45419","Fertile"
"72795","Fertile Soil"
"40616","Fertilizer"
"25658","Festival"
"11114","Field"
"1614","Fight"
"5194","Fighter"
"28285","Film"
"69031","Finland"
"69034","Finlandland"
"69002","Finn"
"69028","Finnland"
"1","Fire"
"27217","Fire And Blood"
"16194","Fire And Ice"
"1944","Fire And Ice Cream"
"74371","Fire And Rust"
